canonical_id,name,security_level,implementation_type,disposition,execution_eligibility,policy_route,approval_mode,required_controls
254,Public-Sector OS,CRITICAL,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;canonical_reframe_only
255,Private-Sector OS,CRITICAL,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
256,Contracts OS,CRITICAL,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
257,Smart-Contract OS,CRITICAL,R&D,REFRAME,RESEARCH_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;research_boundary
258,Escrow OS,CRITICAL,INTEGRATION,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;connector_scope
259,Dispute OS,CRITICAL,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;canonical_reframe_only
260,Terminal OS,CRITICAL,CORE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
261,Statistics OS,HIGH,SHARED_SERVICE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
262,Mathematics OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
263,Calculus OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
264,Game-Theory-Meta OS,HIGH,DATA_PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
265,Solutions OS,HIGH,SHARED_SERVICE,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
266,Pragmatic OS,CRITICAL,POLICY,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval
267,Religion OS,HIGH,RETIRED_REFRAMED,REFRAME,CANONICAL_REFRAME_ONLY,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;canonical_reframe_only;data_governance
268,Events OS,HIGH,PRODUCT,REFRAME,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,POLICY_DEPENDENT,pillar_policy;actor_authorization;tenant_scope;audit;data_governance
269,Records OS,CRITICAL,CORE,KEEP,ELIGIBLE_FOR_POLICY_EVALUATION,PILLARS_OS,EXPLICIT_APPROVAL_REQUIRED,pillar_policy;actor_authorization;tenant_scope;audit;explicit_approval;data_governance
