source_id,source_name,dependency_raw,dependency_normalized,dependency_kind,target_id,target_name
231,South Africa OS,Property OS,property,CANONICAL_OS,126,Property OS
231,South Africa OS,Regional-Trade OS,regional trade,CANONICAL_OS,123,Regional-Trade OS
232,Europe OS,Geopolitics OS,geopolitics,CANONICAL_OS,227,Geopolitics OS
232,Europe OS,Jurisdiction OS,jurisdiction,CANONICAL_OS,045,Jurisdiction OS
232,Europe OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
233,UAE OS,Geopolitics OS,geopolitics,CANONICAL_OS,227,Geopolitics OS
233,UAE OS,Jurisdiction OS,jurisdiction,CANONICAL_OS,045,Jurisdiction OS
233,UAE OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
234,Saudi Arabia OS,Geopolitics OS,geopolitics,CANONICAL_OS,227,Geopolitics OS
234,Saudi Arabia OS,Alliance OS,alliance,CANONICAL_OS,079,Alliance OS
234,Saudi Arabia OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
235,Sovereign-Wealth OS,Portfolio OS,portfolio,CANONICAL_OS,242,Portfolio OS
235,Sovereign-Wealth OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
235,Sovereign-Wealth OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
236,Wall Street OS,Market data integrations,market data integrations,EXTERNAL_DEPENDENCY,,
236,Wall Street OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
236,Wall Street OS,Portfolio OS,portfolio,CANONICAL_OS,242,Portfolio OS
237,JSE OS,Market data integrations,market data integrations,EXTERNAL_DEPENDENCY,,
237,JSE OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
237,JSE OS,Portfolio OS,portfolio,CANONICAL_OS,242,Portfolio OS
238,S&P 500 OS,Market data integrations,market data integrations,EXTERNAL_DEPENDENCY,,
238,S&P 500 OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
238,S&P 500 OS,Portfolio OS,portfolio,CANONICAL_OS,242,Portfolio OS
239,Hedge Fund OS,Trading OS,trading,CANONICAL_OS,241,Trading OS
239,Hedge Fund OS,Portfolio OS,portfolio,CANONICAL_OS,242,Portfolio OS
239,Hedge Fund OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
239,Hedge Fund OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
240,Blackrock OS,Wall Street OS,wall street,CANONICAL_OS,236,Wall Street OS
240,Blackrock OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
241,Trading OS,Market data integrations,market data integrations,EXTERNAL_DEPENDENCY,,
241,Trading OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
241,Trading OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
241,Trading OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
242,Portfolio OS,Medici-Ledger OS,medici ledger,CANONICAL_OS,017,Medici-Ledger OS
242,Portfolio OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
242,Portfolio OS,Records OS,records,CANONICAL_OS,269,Records OS
243,Yield OS,Portfolio OS,portfolio,CANONICAL_OS,242,Portfolio OS
243,Yield OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
243,Yield OS,Capital-Allocation OS,capital allocation,CANONICAL_OS,008,Capital-Allocation OS
244,Risk OS,Monte-Carlo OS,monte carlo,CANONICAL_OS,245,Monte-Carlo OS
244,Risk OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
244,Risk OS,Decision-Matrix OS,decision matrix,CANONICAL_OS,071,Decision-Matrix OS
245,Monte-Carlo OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
245,Monte-Carlo OS,Statistics OS,statistics,CANONICAL_OS,261,Statistics OS
245,Monte-Carlo OS,Mathematics OS,mathematics,CANONICAL_OS,262,Mathematics OS
246,Social Media OS,Media OS,media,CANONICAL_OS,181,Media OS
246,Social Media OS,Engagement OS,engagement,CANONICAL_OS,248,Engagement OS
246,Social Media OS,Sentiment OS,sentiment,CANONICAL_OS,051,Sentiment OS
247,Community OS,Membership OS,membership,CANONICAL_OS,199,Membership OS
247,Community OS,CRM,crm,PLATFORM_PRIMITIVE,,
247,Community OS,Media OS,media,CANONICAL_OS,181,Media OS
248,Engagement OS,Community OS,community,CANONICAL_OS,247,Community OS
248,Engagement OS,Analytics,analytics,PLATFORM_PRIMITIVE,,
248,Engagement OS,Experimentation,experimentation,PLATFORM_PRIMITIVE,,
249,Influencer OS,CRM,crm,PLATFORM_PRIMITIVE,,
249,Influencer OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
249,Influencer OS,Media OS,media,CANONICAL_OS,181,Media OS
250,Network OS,Alliance OS,alliance,CANONICAL_OS,079,Alliance OS
250,Network OS,Geospatial OS,geospatial,CANONICAL_OS,139,Geospatial OS
250,Network OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
251,Tendering System OS,Bidding OS,bidding,CANONICAL_OS,252,Bidding OS
251,Tendering System OS,Contracts OS,contracts,CANONICAL_OS,256,Contracts OS
251,Tendering System OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
252,Bidding OS,Tendering System OS,tendering system,CANONICAL_OS,251,Tendering System OS
252,Bidding OS,Pricing OS,pricing,CANONICAL_OS,215,Pricing OS
252,Bidding OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
253,Compliance-Audit OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
253,Compliance-Audit OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
253,Compliance-Audit OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
254,Public-Sector OS,Tendering System OS,tendering system,CANONICAL_OS,251,Tendering System OS
254,Public-Sector OS,Contracts OS,contracts,CANONICAL_OS,256,Contracts OS
254,Public-Sector OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
255,Private-Sector OS,Capital-Allocation OS,capital allocation,CANONICAL_OS,008,Capital-Allocation OS
255,Private-Sector OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
255,Private-Sector OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
255,Private-Sector OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
256,Contracts OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
256,Contracts OS,Records OS,records,CANONICAL_OS,269,Records OS
256,Contracts OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
257,Smart-Contract OS,Contracts OS,contracts,CANONICAL_OS,256,Contracts OS
257,Smart-Contract OS,Payments OS,payments,CANONICAL_OS,212,Payments OS
257,Smart-Contract OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
258,Escrow OS,Payments OS,payments,CANONICAL_OS,212,Payments OS
258,Escrow OS,Contracts OS,contracts,CANONICAL_OS,256,Contracts OS
258,Escrow OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
259,Dispute OS,Conflict-Resolution OS,conflict resolution,CANONICAL_OS,176,Conflict-Resolution OS
259,Dispute OS,Arbitration OS,arbitration,CANONICAL_OS,177,Arbitration OS
259,Dispute OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
260,Terminal OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
260,Terminal OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
260,Terminal OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
260,Terminal OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
261,Statistics OS,Data OS,data,CANONICAL_OS,201,Data OS
261,Statistics OS,Mathematics OS,mathematics,CANONICAL_OS,262,Mathematics OS
261,Statistics OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
262,Mathematics OS,Statistics OS,statistics,CANONICAL_OS,261,Statistics OS
262,Mathematics OS,Logic-Chain OS,logic chain,CANONICAL_OS,068,Logic-Chain OS
263,Calculus OS,Mathematics OS,mathematics,CANONICAL_OS,262,Mathematics OS
263,Calculus OS,Statistics OS,statistics,CANONICAL_OS,261,Statistics OS
264,Game-Theory-Meta OS,Game-Theory OS,game theory,CANONICAL_OS,062,Game-Theory OS
264,Game-Theory-Meta OS,Reasoning OS,reasoning,CANONICAL_OS,069,Reasoning OS
264,Game-Theory-Meta OS,Decision-Matrix OS,decision matrix,CANONICAL_OS,071,Decision-Matrix OS
265,Solutions OS,Synthesis OS,synthesis,CANONICAL_OS,070,Synthesis OS
265,Solutions OS,Decision-Matrix OS,decision matrix,CANONICAL_OS,071,Decision-Matrix OS
265,Solutions OS,Reasoning OS,reasoning,CANONICAL_OS,069,Reasoning OS
266,Pragmatic OS,Solutions OS,solutions,CANONICAL_OS,265,Solutions OS
266,Pragmatic OS,Ethics OS,ethics,CANONICAL_OS,221,Ethics OS
266,Pragmatic OS,Risk OS,risk,CANONICAL_OS,244,Risk OS
266,Pragmatic OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
267,Religion OS,Theology OS,theology,CANONICAL_OS,223,Theology OS
267,Religion OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
267,Religion OS,Ethics OS,ethics,CANONICAL_OS,221,Ethics OS
268,Events OS,Community OS,community,CANONICAL_OS,247,Community OS
268,Events OS,Membership OS,membership,CANONICAL_OS,199,Membership OS
268,Events OS,Payments OS,payments,CANONICAL_OS,212,Payments OS
269,Records OS,Archive OS,archive,CANONICAL_OS,083,Archive OS
269,Records OS,Evidence OS,evidence,CANONICAL_OS,180,Evidence OS
269,Records OS,Medici-Ledger OS,medici ledger,CANONICAL_OS,017,Medici-Ledger OS
